Trajectories
100
,,Sub4:LFHD,,,Sub4:RFHD,,,Sub4:LBHD,,,Sub4:RBHD,,,Sub4:C7,,,Sub4:T10,,,Sub4:CLAV,,,Sub4:STRN,,,Sub4:LSHO,,,Sub4:RSHO,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,57.390724,328.941345,1341.800415,-46.626740,372.794495,1327.226074,138.737076,447.358337,1305.152100,-6.952018,503.135620,1285.123535,64.193695,504.333191,1146.880859,61.540077,624.458679,869.253784,58.359402,377.341461,1044.726562,63.903904,381.290527,843.478882,256.433960,430.901215,1074.477295,-122.823799,446.269684,1068.895020
2,0,57.469147,328.931366,1341.791870,-46.555477,372.767303,1327.242920,138.591034,447.440277,1305.063721,-6.941882,503.136749,1285.145386,64.071503,504.286224,1146.842529,61.535713,624.459839,869.247070,58.374249,377.339508,1044.740601,63.900120,381.265137,843.490906,256.449280,430.906250,1074.476685,-122.815674,446.250854,1068.904541
3,0,57.568325,328.918304,1341.780762,-46.464680,372.732056,1327.263306,138.466614,447.521790,1304.977905,-6.928878,503.134613,1285.172607,63.959225,504.245880,1146.806641,61.529743,624.460510,869.239014,58.393074,377.337280,1044.757324,63.895702,381.232483,843.504944,256.467041,430.913330,1074.471680,-122.805428,446.225769,1068.916138
4,0,57.684586,328.902618,1341.767700,-46.357288,372.689758,1327.286011,138.380859,447.595428,1304.902588,-6.910889,503.125244,1285.203735,63.869423,504.217804,1146.777466,61.522419,624.460266,869.230225,58.415188,377.334747,1044.776489,63.891010,381.193542,843.520142,256.485382,430.922668,1074.460205,-122.793365,446.194946,1068.928955
5,0,57.813526,328.884949,1341.753540,-46.237209,372.641449,1327.309204,138.337585,447.658386,1304.841431,-6.882734,503.101990,1285.236450,63.805344,504.203491,1146.756470,61.514240,624.458862,869.220703,58.439686,377.332031,1044.796997,63.886253,381.149750,843.535278,256.503235,430.934021,1074.441528,-122.779968,446.159180,1068.942749
6,0,57.951187,328.866150,1341.739136,-46.108471,372.588074,1327.332642,138.331436,447.711456,1304.793457,-6.839401,503.059387,1285.269043,63.763783,504.201416,1146.743042,61.505894,624.456055,869.210999,58.465683,377.329224,1044.818359,63.881351,381.102509,843.549744,256.521301,430.946442,1074.418579,-122.765839,446.119476,1068.956665
7,0,58.094490,328.847137,1341.726318,-45.974800,372.530304,1327.355225,138.353455,447.757050,1304.756592,-6.781857,502.998474,1285.299683,63.739620,504.208313,1146.736084,61.498154,624.451782,869.201477,58.492477,377.326508,1044.840332,63.875957,381.053253,843.562866,256.541534,430.958496,1074.395020,-122.751640,446.076965,1068.970703
8,0,58.241211,328.828949,1341.715576,-45.839264,372.468811,1327.377686,138.394348,447.797821,1304.727905,-6.717618,502.927246,1285.328491,63.728535,504.219879,1146.733398,61.491673,624.445984,869.192444,58.519581,377.323853,1044.863037,63.869720,381.003326,843.574890,256.565399,430.969055,1074.374878,-122.737907,446.032623,1068.984497
9,0,58.389763,328.812622,1341.707886,-45.704163,372.404236,1327.400024,138.446289,447.836334,1304.705078,-6.655565,502.854584,1285.356689,63.727612,504.232117,1146.734253,61.486771,624.438538,869.184448,58.546597,377.321259,1044.886475,63.862442,380.953674,843.586304,256.593781,430.977112,1074.361084,-122.724960,445.987244,1068.998413
