Trajectories
100
,,Sub1:LFHD,,,Sub1:RFHD,,,Sub1:LBHD,,,Sub1:RBHD,,,Sub1:C7,,,Sub1:T10,,,Sub1:CLAV,,,Sub1:STRN,,,Sub1:LSHO,,,Sub1:RSHO,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,187.862579,234.382095,1638.010010,80.675133,240.289658,1636.302979,221.180359,369.810242,1601.628906,61.338013,371.626099,1597.084595,143.737946,402.376312,1454.153442,146.321594,439.365417,1177.619141,141.401718,265.028412,1379.294312,142.698822,215.426468,1247.500488,335.866302,323.998840,1413.656128,-50.923832,308.639099,1398.460449
2,0,187.851624,234.378540,1638.011230,80.666290,240.291138,1636.305542,221.182968,369.798462,1601.630005,61.337978,371.628357,1597.082642,143.739258,402.370697,1454.156860,146.321503,439.363251,1177.619751,141.399963,265.032349,1379.284424,142.696503,215.435455,1247.487183,335.866638,323.988922,1413.645630,-50.923672,308.643005,1398.449585
3,0,187.837112,234.373291,1638.011963,80.655266,240.292084,1636.309204,221.187164,369.781708,1601.631958,61.338886,371.630310,1597.080444,143.740356,402.363708,1454.161865,146.321564,439.359955,1177.620117,141.397171,265.038086,1379.271729,142.692719,215.448441,1247.469482,335.866791,323.975220,1413.632324,-50.923557,308.649048,1398.434570
4,0,187.819397,234.366058,1638.011475,80.642647,240.291931,1636.313232,221.193176,369.759827,1601.635742,61.341190,371.631287,1597.078979,143.740829,402.355896,1454.168213,146.321930,439.355408,1177.620361,141.393127,265.045685,1379.256836,142.687180,215.465576,1247.447632,335.866638,323.957794,1413.617065,-50.923653,308.657562,1398.415283
5,0,187.799042,234.356659,1638.009033,80.629158,240.290070,1636.317383,221.201080,369.732971,1601.640991,61.345219,371.630798,1597.078857,143.740158,402.347839,1454.175415,146.322693,439.349304,1177.619873,141.387650,265.054932,1379.240479,142.679749,215.486679,1247.422241,335.865936,323.937164,1413.600586,-50.924244,308.668732,1398.392212
6,0,187.776779,234.344955,1638.004395,80.615456,240.285995,1636.321167,221.210632,369.701721,1601.647949,61.351074,371.628235,1597.080078,143.737778,402.340118,1454.183228,146.323975,439.341339,1177.618774,141.380646,265.065399,1379.223511,142.670410,215.511063,1247.394409,335.864471,323.914185,1413.583618,-50.925812,308.682678,1398.365356
7,0,187.753296,234.330887,1637.997070,80.601997,240.279312,1636.324585,221.221344,369.666687,1601.656616,61.358589,371.623322,1597.083496,143.733109,402.333313,1454.190552,146.325867,439.331268,1177.616211,141.372009,265.076355,1379.206421,142.659210,215.537735,1247.365234,335.861938,323.889740,1413.567139,-50.928963,308.699280,1398.336182
8,0,187.729126,234.314438,1637.986938,80.589012,240.269913,1636.327148,221.232529,369.628845,1601.666748,61.367271,371.615967,1597.089111,143.725647,402.327911,1454.197144,146.328400,439.318817,1177.612793,141.361710,265.086884,1379.189697,142.646469,215.565445,1247.336060,335.858154,323.864868,1413.551758,-50.934399,308.718262,1398.304932
9,0,187.704681,234.295715,1637.974121,80.576363,240.257812,1636.328735,221.243362,369.589081,1601.678101,61.376373,371.606354,1597.097290,143.715042,402.324036,1454.202271,146.331573,439.303680,1177.608154,141.349731,265.095856,1379.174072,142.632477,215.592789,1247.307251,335.852905,323.840393,1413.537964,-50.942844,308.739105,1398.273560
10,0,187.680145,234.274826,1637.959717,80.563698,240.243347,1636.329468,221.252930,369.548370,1601.690186,61.384945,371.594788,1597.107788,143.701065,402.321503,1454.205811,146.335312,439.285706,1177.602783,141.336121,265.102325,1379.159546,142.617569,215.618515,1247.280151,335.845856,323.816589,1413.526123,-50.954903,308.760986,1398.243408
11,0,187.655548,234.252060,1637.944214,80.550446,240.226974,1636.329590,221.260345,369.507629,1601.702515,61.391922,371.581635,1597.120117,143.683807,402.320129,1454.207031,146.339508,439.264832,1177.596924,141.320908,265.105469,1379.146118,142.602127,215.641663,1247.254883,335.837036,323.793396,1413.516602,-50.970985,308.782898,1398.216309
