Trajectories
100
,,Sub2:LFHD,,,Sub2:RFHD,,,Sub2:LBHD,,,Sub2:RBHD,,,Sub2:C7,,,Sub2:T10,,,Sub2:CLAV,,,Sub2:STRN,,,Sub2:LSHO,,,Sub2:RSHO,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,201.447739,355.272186,1432.166626,91.585953,351.321594,1433.093262,221.541214,498.774353,1379.748169,63.957447,483.485931,1377.755859,150.136780,533.700867,1226.841064,138.031845,594.645569,951.294312,134.839157,407.143280,1130.988037,132.227798,382.872650,974.682129,308.924011,482.843231,1178.656372,-39.059963,481.048218,1185.600342
2,0,201.505127,355.256134,1432.136719,91.642860,351.260254,1433.073730,221.527603,498.782135,1379.771973,63.957840,483.436523,1377.791626,150.135239,533.735229,1226.842896,138.035934,594.665039,951.286377,134.856476,407.163116,1131.004272,132.243622,382.871155,974.700562,308.929749,482.885010,1178.664429,-39.052917,481.050903,1185.598877
3,0,201.577316,355.236511,1432.097412,91.715736,351.182007,1433.048462,221.506012,498.790955,1379.802368,63.958637,483.373993,1377.836792,150.133606,533.777161,1226.843140,138.041290,594.689758,951.276123,134.877899,407.188293,1131.023804,132.264343,382.870026,974.722473,308.937286,482.937134,1178.674194,-39.044537,481.055298,1185.596313
4,0,201.661316,355.214142,1432.049927,91.802055,351.089478,1433.017822,221.474899,498.800018,1379.838501,63.959778,483.300629,1377.889526,150.132095,533.824890,1226.840942,138.047440,594.718689,951.264099,134.902466,407.217926,1131.045288,132.289230,382.869568,974.746765,308.946381,482.997375,1178.684692,-39.035492,481.061829,1185.592651
5,0,201.753372,355.190155,1431.995361,91.898315,350.985840,1432.982910,221.433762,498.808563,1379.879395,63.960941,483.218964,1377.947510,150.130737,533.876160,1226.835938,138.053757,594.750671,951.251099,134.928925,407.251007,1131.067627,132.317062,382.870087,974.772278,308.956635,483.063263,1178.695435,-39.026455,481.070953,1185.588135
6,0,201.850052,355.165344,1431.936523,92.000862,350.874420,1432.944946,221.383835,498.816376,1379.923706,63.961582,483.131348,1378.009155,150.129562,533.929871,1226.828125,138.059464,594.784424,951.237610,134.956238,407.286438,1131.089966,132.346466,382.871399,974.798584,308.967407,483.132538,1178.705688,-39.017941,481.083191,1185.582764
7,0,201.948669,355.140198,1431.874756,92.106506,350.757843,1432.904907,221.328232,498.823792,1379.970703,63.961147,483.039246,1378.073120,150.128403,533.985352,1226.817871,138.063934,594.819092,951.223999,134.983505,407.323151,1131.111816,132.376160,382.873352,974.825623,308.978119,483.203766,1178.715332,-39.010174,481.098785,1185.577515
8,0,202.047302,355.115021,1431.812012,92.212845,350.637878,1432.864014,221.270554,498.831421,1380.019287,63.959286,482.943634,1378.137573,150.126938,534.042114,1226.805664,138.066803,594.854004,951.210449,135.010025,407.360229,1131.133545,132.404938,382.875732,974.853271,308.988129,483.275909,1178.724121,-39.003094,481.117859,1185.573242
9,0,202.144714,355.089600,1431.749878,92.318428,350.515869,1432.823242,221.214218,498.839783,1380.069092,63.955894,482.844849,1378.202026,150.124725,534.099670,1226.792603,138.068115,594.888916,951.197021,135.035095,407.396973,1131.155640,132.431641,382.878265,974.881470,308.997040,483.348328,1178.732422,-38.996349,481.140167,1185.569824
10,0,202.240280,355.063599,1431.688965,92.422539,350.392639,1432.782593,221.162506,498.849426,1380.119995,63.951096,482.743439,1378.266113,150.121735,534.157471,1226.779053,138.068207,594.924255,951.184143,135.058273,407.432953,1131.178345,132.455322,382.880859,974.910278,309.004639,483.420410,1178.740234,-38.989361,481.165405,1185.568115
11,0,202.333832,355.036316,1431.630493,92.524796,350.268707,1432.742676,221.118256,498.860474,1380.172119,63.945114,482.639923,1378.328979,150.118073,534.214783,1226.766846,138.067474,594.960388,951.172424,135.079178,407.467865,1131.202515,132.475418,382.883698,974.939697,309.010895,483.491302,1178.748535,-38.981499,481.193024,1185.567993
12,0,202.425385,355.007324,1431.574463,92.624916,350.144684,1432.703003,221.082962,498.872833,1380.225586,63.938007,482.535065,1378.390625,150.113968,534.271362,1226.756592,138.065979,594.997742,951.162170,135.097656,407.501617,1131.227783,132.491821,382.886993,974.969543,309.015717,483.560272,1178.757324,-38.972301,481.222260,1185.569702
13,0,202.514969,354.975891,1431.521118,92.722443,350.020782,1432.662842,221.057098,498.886169,1380.280029,63.929668,482.429840,1378.450439,150.109344,534.327148,1226.748779,138.063599,595.036377,951.153381,135.113708,407.534180,1131.253906,132.504684,382.891235,974.999573,309.019043,483.626678,1178.766724,-38.961769,481.252136,1185.572876
14,0,202.602600,354.941498,1431.469604,92.816872,349.897156,1432.620850,221.040573,498.899902,1380.334961,63.920067,482.325104,1378.507080,150.103867,534.382568,1226.743896,138.059921,595.076233,951.145935,135.127426,407.565948,1131.280396,132.514465,382.896698,975.028809,309.020782,483.690247,1178.776978,-38.950390,481.281525,1185.576904
15,0,202.688293,354.903595,1431.419189,92.907646,349.773590,1432.576660,221.032608,498.913513,1380.390137,63.909508,482.221405,1378.560059,150.097366,534.437988,1226.741577,138.054642,595.117004,951.139160,135.139175,407.597321,1131.305908,132.521851,382.903534,975.056396,309.021301,483.750824,1178.787231,-38.939068,481.309631,1185.581421
16,0,202.771988,354.862061,1431.368408,92.994102,349.649841,1432.529053,221.031158,498.926208,1380.444580,63.898556,482.118744,1378.608643,150.090210,534.493408,1226.740845,138.047729,595.158264,951.132446,135.149445,407.628815,1131.329590,132.527771,382.911682,975.081299,309.020844,483.808594,1178.796753,-38.928837,481.336182,1185.585938
17,0,202.853592,354.816925,1431.316040,93.075577,349.525940,1432.477783,221.032745,498.937073,1380.497192,63.887722,482.016968,1378.652222,150.083176,534.548828,1226.740967,138.039429,595.199463,951.125366,135.158859,407.660797,1131.350220,132.532867,382.920959,975.103149,309.020081,483.864197,1178.804565,-38.920532,481.361176,1185.589966
18,0,202.932648,354.768280,1431.260742,93.151566,349.401855,1432.422241,221.033295,498.945068,1380.547852,63.877338,481.915649,1378.690674,150.077103,534.604126,1226.740723,138.030121,595.240234,951.117493,135.168030,407.693573,1131.366943,132.537552,382.931213,975.121338,309.019440,483.918365,1178.809448,-38.914478,481.385040,1185.592773
19,0,203.008392,354.716400,1431.201904,93.221931,349.277618,1432.362183,221.030151,498.949524,1380.596924,63.867451,481.814240,1378.725098,150.072586,534.659668,1226.738892,138.020355,595.280151,951.108643,135.177353,407.727173,1131.380249,132.542068,382.942261,975.136169,309.019592,483.971954,1178.810425,-38.910400,481.408630,1185.594604
20,0,203.079926,354.661133,1431.139648,93.286957,349.152740,1432.297974,221.022644,498.950043,1380.645264,63.857697,481.712341,1378.756226,150.069763,534.715576,1226.735229,138.010651,595.318970,951.098877,135.186829,407.761505,1131.390259,132.546616,382.953674,975.148315,309.020966,484.025513,1178.808228,-38.907646,481.432861,1185.595215
21,0,203.145996,354.602264,1431.074829,93.347069,349.026855,1432.229370,221.011505,498.946350,1380.695068,63.847416,481.609375,1378.786499,150.068359,534.771851,1226.729492,138.001556,595.356628,951.088440,135.196167,407.796234,1131.398071,132.551376,382.964813,975.158997,309.023712,484.079315,1178.802612,-38.905510,481.458893,1185.594971
22,0,203.205383,354.539368,1431.008545,93.402580,348.899689,1432.157715,220.997803,498.938324,1380.748413,63.835667,481.505188,1378.817139,150.067780,534.828491,1226.722412,137.993332,595.392822,951.077637,135.204819,407.830841,1131.405640,132.556458,382.975006,975.169739,309.027527,484.133209,1178.795044,-38.903374,481.487701,1185.594360
23,0,203.256836,354.472107,1430.942627,93.453377,348.771576,1432.083740,220.982681,498.925873,1380.806641,63.821568,481.400146,1378.849243,150.067230,534.884705,1226.714111,137.985901,595.427185,951.066467,135.212448,407.864685,1131.413818,132.561768,382.983551,975.181702,309.031860,484.186707,1178.786743,-38.900879,481.519592,1185.593506
24,0,203.299377,354.400482,1430.878418,93.498901,348.643280,1432.007812,220.966888,498.909058,1380.870972,63.804760,481.295380,1378.883057,150.066315,534.939758,1226.706177,137.979080,595.459045,951.055359,135.218872,407.897095,1131.423950,132.566956,382.989838,975.195679,309.036102,484.238983,1178.779175,-38.897827,481.554230,1185.592773
25,0,203.332214,354.324982,1430.817139,93.538170,348.516113,1431.930664,220.950455,498.888000,1380.940796,63.785515,481.192474,1378.917236,150.065308,534.992432,1226.698853,137.972580,595.488525,951.044495,135.224228,407.926941,1131.436035,132.571579,382.993225,975.211914,309.039795,484.288818,1178.773193,-38.894157,481.590576,1185.592407
26,0,203.354721,354.246460,1430.759766,93.569984,348.391602,1431.852905,220.932755,498.862976,1381.014648,63.764313,481.093231,1378.949951,150.064560,535.041321,1226.692993,137.966278,595.515808,951.034485,135.228729,407.953217,1131.449585,132.575226,382.993378,975.229858,309.042725,484.334656,1178.769409,-38.889893,481.626923,1185.592407
27,0,203.366364,354.166351,1430.707642,93.592979,348.271484,1431.775269,220.912842,498.834076,1381.090820,63.741604,480.999573,1378.979736,150.064560,535.085327,1226.688843,137.960190,595.541199,951.026001,135.232681,407.974792,1131.463867,132.577576,382.989990,975.248779,309.044830,484.374878,1178.768677,-38.885185,481.661469,1185.592529
