Trajectories
100
,,Sub5:LFHD,,,Sub5:RFHD,,,Sub5:LBHD,,,Sub5:RBHD,,,Sub5:C7,,,Sub5:T10,,,Sub5:CLAV,,,Sub5:STRN,,,Sub5:LSHO,,,Sub5:RSHO,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,115.440346,296.608612,1368.197144,7.046266,302.471375,1370.618896,143.353455,429.055084,1343.430176,-14.208304,432.618347,1342.119751,72.436844,485.510498,1191.429321,77.132851,574.737732,916.191284,58.380997,313.691803,1093.889771,58.786018,261.908997,934.393250,280.363098,391.314758,1123.482422,-152.054779,401.791687,1114.641357
2,0,115.417679,296.603882,1368.202026,7.025757,302.472290,1370.613770,143.338577,429.050323,1343.435791,-14.223631,432.619598,1342.113403,72.432701,485.503326,1191.432251,77.133080,574.735718,916.194824,58.380222,313.694794,1093.880249,58.786087,261.924133,934.374756,280.361389,391.311035,1123.485596,-152.055145,401.787415,1114.633545
3,0,115.388931,296.598206,1368.206909,7.000408,302.473663,1370.607178,143.320816,429.043793,1343.443604,-14.241045,432.621796,1342.105347,72.428032,485.495850,1191.435547,77.133339,574.733521,916.198975,58.379593,313.700836,1093.868408,58.786510,261.943176,934.352905,280.359680,391.308167,1123.488403,-152.054977,401.784027,1114.624268
4,0,115.355247,296.591736,1368.211182,6.971463,302.475616,1370.598511,143.301498,429.035706,1343.453613,-14.258733,432.625061,1342.095581,72.423042,485.489258,1191.439331,77.133614,574.731323,916.203308,58.379360,313.710724,1093.853882,58.787369,261.965759,934.328613,280.358246,391.307037,1123.490601,-152.054291,401.782684,1114.614014
5,0,115.318375,296.584717,1368.213501,6.940516,302.478058,1370.588013,143.282242,429.026154,1343.465332,-14.274771,432.629089,1342.084229,72.417862,485.484528,1191.442627,77.133827,574.729675,916.207336,58.379738,313.724854,1093.837036,58.788597,261.991211,934.302734,280.357208,391.308472,1123.490845,-152.053192,401.784424,1114.603394
6,0,115.280380,296.577332,1368.213501,6.909337,302.480957,1370.575684,143.264465,429.015503,1343.477905,-14.287532,432.633423,1342.071289,72.412689,485.482513,1191.444458,77.133858,574.728882,916.210571,58.380840,313.743134,1093.818359,58.789951,262.018860,934.276123,280.356720,391.313293,1123.488281,-152.051926,401.789886,1114.593262
7,0,115.243515,296.569763,1368.210449,6.879719,302.484222,1370.561401,143.249512,429.004333,1343.490234,-14.295973,432.637787,1342.057739,72.407883,485.483490,1191.444702,77.133476,574.729187,916.212585,58.382587,313.765137,1093.798340,58.791019,262.048126,934.249390,280.356995,391.321625,1123.482788,-152.050735,401.799469,1114.584351
8,0,115.209908,296.562317,1368.203857,6.853381,302.487549,1370.545776,143.238358,428.993317,1343.502197,-14.299637,432.641663,1342.044067,72.403885,485.487396,1191.443481,77.132477,574.730713,916.212708,58.384769,313.789978,1093.777954,58.791229,262.078766,934.222656,280.358185,391.333557,1123.474121,-152.049713,401.813171,1114.576782
9,0,115.181511,296.555267,1368.193848,6.831874,302.490875,1370.529419,143.231537,428.983032,1343.512451,-14.298495,432.645111,1342.031738,72.401176,485.493805,1191.440552,77.130753,574.733276,916.210999,58.387192,313.816620,1093.757324,58.789936,262.110626,934.195312,280.360443,391.348694,1123.462646,-152.048889,401.830719,1114.571045
10,0,115.159973,296.549133,1368.180542,6.816429,302.493896,1370.513062,143.229370,428.974091,1343.520386,-14.292903,432.648346,1342.021484,72.399971,485.501892,1191.436523,77.128296,574.736938,916.207458,58.389805,313.844086,1093.736816,58.786713,262.143524,934.166931,280.363739,391.366455,1123.448730,-152.047974,401.851379,1114.566895
11,0,115.146324,296.544464,1368.164551,6.807784,302.496613,1370.497559,143.231705,428.967010,1343.525757,-14.283760,432.651825,1342.013916,72.400284,485.510956,1191.431763,77.125298,574.741760,916.202515,58.392689,313.871429,1093.716675,58.781609,262.177155,934.137573,280.368164,391.386078,1123.432861,-152.046722,401.874115,1114.564209
12,0,115.141052,296.541626,1368.146851,6.806210,302.498932,1370.484009,143.238297,428.962219,1343.528564,-14.272405,432.656067,1342.010254,72.401955,485.520447,1191.426880,77.121880,574.747742,916.196777,58.395924,313.898132,1093.697021,58.775032,262.210876,934.107849,280.373322,391.406952,1123.415649,-152.044861,401.897827,1114.562256
