Trajectories
100
,,Sub1:LFHD,,,Sub1:RFHD,,,Sub1:LBHD,,,Sub1:RBHD,,,Sub1:C7,,,Sub1:T10,,,Sub1:CLAV,,,Sub1:STRN,,,Sub1:LSHO,,,Sub1:RSHO,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,190.874435,221.995392,1634.536377,83.450455,226.075348,1630.260376,222.562134,359.922119,1605.644165,63.114761,358.756866,1596.811768,150.005157,398.744110,1454.977051,150.390305,438.984283,1178.512085,148.680786,264.173309,1376.380859,150.797592,216.569565,1245.127319,343.243164,323.896240,1408.536987,-43.865124,305.946655,1397.050537
2,0,190.871658,221.893845,1634.500122,83.449203,225.974213,1630.225708,222.555695,359.826019,1605.642578,63.115044,358.662201,1596.810913,150.009293,398.687378,1454.980957,150.391739,438.952087,1178.514526,148.715912,264.147339,1376.378906,150.798889,216.545380,1245.101562,343.245178,323.843597,1408.532471,-43.864117,305.892365,1397.043823
3,0,190.867325,221.765976,1634.452148,83.447807,225.843964,1630.180054,222.549255,359.703339,1605.642456,63.112682,358.542725,1596.809326,150.012787,398.615509,1454.985840,150.392517,438.912048,1178.518433,148.740875,264.099731,1376.365723,150.798798,216.514954,1245.069458,343.247925,323.775299,1408.528198,-43.862286,305.821625,1397.033936
4,0,190.860977,221.616669,1634.392822,83.446121,225.688492,1630.124512,222.543823,359.557892,1605.645020,63.106773,358.403107,1596.807617,150.014709,398.531311,1454.991943,150.392181,438.866150,1178.524292,148.750443,264.029053,1376.339966,150.796783,216.479202,1245.032593,343.251526,323.693359,1408.525024,-43.859486,305.736420,1397.020996
5,0,190.852020,221.451004,1634.323853,83.443748,225.513138,1630.060913,222.540131,359.394562,1605.651123,63.097080,358.248993,1596.806519,150.014221,398.438477,1454.999634,150.390396,438.816467,1178.532349,148.744919,263.938904,1376.303711,150.792694,216.438736,1244.993042,343.256073,323.601410,1408.523071,-43.855610,305.640076,1397.005371
6,0,190.839783,221.272690,1634.246460,83.439919,225.323380,1629.991089,222.538803,359.217224,1605.661133,63.084244,358.085144,1596.807739,150.010742,398.340485,1455.010620,150.387299,438.764893,1178.542725,148.729630,263.836548,1376.262085,150.786789,216.393951,1244.953369,343.261414,323.503448,1408.522461,-43.850609,305.536163,1396.988037
7,0,190.823425,221.083969,1634.162109,83.433746,225.124054,1629.916504,222.540039,359.028564,1605.675293,63.069687,357.915253,1596.812500,150.003738,398.239990,1455.025146,150.383316,438.712708,1178.555176,148.711761,263.730225,1376.220703,150.779572,216.344894,1244.915039,343.267120,323.403442,1408.522827,-43.844471,305.428131,1396.969971
8,0,190.802124,220.886383,1634.071655,83.424423,224.919250,1629.838745,222.543488,358.830048,1605.693359,63.055264,357.741455,1596.821167,149.992828,398.138428,1455.043335,150.379028,438.660492,1178.568848,148.696777,263.626129,1376.182983,150.771835,216.291702,1244.878540,343.272491,323.304443,1408.523926,-43.837448,305.318726,1396.951904
9,0,190.775299,220.681320,1633.976196,83.411346,224.711975,1629.757690,222.548325,358.622589,1605.714355,63.042812,357.564880,1596.833374,149.977890,398.036041,1455.064209,150.374878,438.608307,1178.582764,148.686951,263.526886,1376.150146,150.764359,216.234543,1244.844116,343.276978,323.208466,1408.525757,-43.830090,305.210052,1396.934692
