Trajectories
100
,,Sub4:LFHD,,,Sub4:RFHD,,,Sub4:LBHD,,,Sub4:RBHD,,,Sub4:C7,,,Sub4:T10,,,Sub4:CLAV,,,Sub4:STRN,,,Sub4:LSHO,,,Sub4:RSHO,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,103.540291,336.937317,1335.969116,-8.889431,353.166473,1333.855957,146.241470,470.878235,1289.468506,-7.902841,487.073273,1287.219482,69.941841,500.469147,1142.738403,76.554123,632.122192,873.196777,65.111206,377.480133,1037.265015,71.184517,390.365936,835.533875,262.885101,425.137512,1068.559082,-117.161461,442.977905,1057.959961
2,0,103.480209,336.919769,1335.936279,-8.925090,353.143127,1333.845215,146.240585,470.823517,1289.502563,-7.902047,487.059357,1287.239868,69.951813,500.465210,1142.751465,76.569984,632.133911,873.219604,65.107224,377.488770,1037.267944,71.181122,390.388855,835.537109,262.882172,425.119324,1068.573608,-117.158630,443.005554,1057.979126
3,0,103.408958,336.889191,1335.899414,-8.968690,353.113129,1333.832031,146.240326,470.753082,1289.543335,-7.899667,487.041412,1287.265625,69.963104,500.459259,1142.767700,76.588150,632.148560,873.248596,65.099731,377.498993,1037.270874,71.173927,390.416870,835.539734,262.877136,425.094086,1068.588501,-117.156464,443.040283,1058.001953
4,0,103.332146,336.842010,1335.862671,-9.017624,353.077362,1333.816895,146.240997,470.668793,1289.588013,-7.894903,487.019745,1287.295532,69.974907,500.450745,1142.785767,76.606789,632.165833,873.282410,65.087830,377.510010,1037.273682,71.161873,390.448273,835.540771,262.869354,425.061890,1068.601685,-117.155663,443.080383,1058.026855
5,0,103.255424,336.777344,1335.828491,-9.068830,353.036926,1333.800659,146.242844,470.573456,1289.632690,-7.887091,486.994720,1287.328247,69.986557,500.439331,1142.804443,76.623878,632.185120,873.319580,65.070976,377.520935,1037.275146,71.144264,390.480988,835.539124,262.858337,425.023102,1068.610962,-117.156807,443.124054,1058.051758
6,0,103.182922,336.697601,1335.798340,-9.119491,352.993195,1333.784790,146.245834,470.470245,1289.673950,-7.876010,486.966766,1287.361816,69.997574,500.424805,1142.822266,76.637711,632.205139,873.357788,65.049095,377.530975,1037.275024,71.120857,390.513000,835.534363,262.843781,424.978577,1068.614502,-117.160370,443.169586,1058.074585
7,0,103.117218,336.607422,1335.771851,-9.167440,352.947327,1333.769775,146.249878,470.362457,1289.708984,-7.861845,486.936218,1287.395142,70.007645,500.407227,1142.838379,76.646873,632.224854,873.395386,65.022461,377.539185,1037.272827,71.091812,390.542358,835.526733,262.825867,424.929382,1068.612061,-117.166748,443.215820,1058.094360
8,0,103.059555,336.511841,1335.747681,-9.211290,352.900482,1333.756470,146.254807,470.253143,1289.735718,-7.844972,486.903381,1287.426147,70.016647,500.386597,1142.851685,76.650436,632.243164,873.430725,64.991608,377.544952,1037.268066,71.057556,390.567383,835.516968,262.804871,424.876495,1068.604126,-117.176292,443.261566,1058.110352
9,0,103.010048,336.415283,1335.725342,-9.250319,352.853577,1333.744751,146.260422,470.145081,1289.753174,-7.826053,486.868805,1287.453491,70.024338,500.363220,1142.862427,76.648026,632.258789,873.462463,64.957191,377.547485,1037.260498,71.018929,390.587158,835.506104,262.781128,424.820923,1068.590942,-117.189415,443.305817,1058.122314
10,0,102.968086,336.321106,1335.703613,-9.284329,352.807373,1333.735229,146.266434,470.040649,1289.761719,-7.806256,486.833405,1287.477051,70.030373,500.337128,1142.870483,76.639938,632.270691,873.489990,64.920044,377.546265,1037.250488,70.977180,390.601349,835.494141,262.755096,424.763763,1068.573364,-117.206360,443.347137,1058.129883
11,0,102.932625,336.231720,1335.682007,-9.313607,352.762482,1333.727295,146.272461,469.941895,1289.762085,-7.787119,486.798248,1287.496948,70.033936,500.308929,1142.875732,76.626808,632.278076,873.513000,64.881172,377.541016,1037.238159,70.933884,390.610168,835.481567,262.727417,424.705994,1068.552612,-117.227081,443.384003,1058.133545
12,0,102.902405,336.148621,1335.660767,-9.338833,352.719421,1333.721191,146.278198,469.850464,1289.756348,-7.770074,486.764313,1287.513672,70.033638,500.279358,1142.878418,76.609596,632.279968,873.531250,64.841690,377.531769,1037.224243,70.890556,390.613708,835.468750,262.698730,424.648499,1068.529785,-117.251068,443.414764,1058.133911
13,0,102.876183,336.072754,1335.640259,-9.360921,352.678650,1333.716797,146.283142,469.767303,1289.746216,-7.756201,486.731934,1287.527466,70.028206,500.249329,1142.879028,76.589424,632.275757,873.545044,64.802658,377.518738,1037.209839,70.848534,390.611816,835.456116,262.669739,424.592102,1068.506226,-117.277298,443.437988,1058.131714
14,0,102.852844,336.004669,1335.621460,-9.380869,352.640442,1333.714355,146.286545,469.692871,1289.733765,-7.746349,486.701538,1287.538574,70.017548,500.219116,1142.877930,76.567482,632.265137,873.554565,64.765060,377.502411,1037.196167,70.809044,390.604004,835.444275,262.641113,424.537598,1068.483154,-117.304581,443.452484,1058.127563
15,0,102.831520,335.944702,1335.605591,-9.399607,352.605011,1333.714233,146.287598,469.627197,1289.720825,-7.741107,486.673187,1287.547729,70.002731,500.188293,1142.876343,76.544930,632.247986,873.560669,64.729614,377.483063,1037.184204,70.773079,390.589722,835.433899,262.613312,424.485260,1068.462036,-117.331863,443.457642,1058.122559
16,0,102.811539,335.892761,1335.593994,-9.417882,352.572357,1333.716431,146.285385,469.570099,1289.708252,-7.740571,486.646362,1287.554932,69.985115,500.156525,1142.875122,76.522827,632.224243,873.563843,64.696884,377.461273,1037.174927,70.741081,390.568665,835.425659,262.586914,424.435516,1068.443970,-117.358475,443.453400,1058.117554
17,0,102.792336,335.848633,1335.587402,-9.436232,352.542114,1333.720947,146.279190,469.521332,1289.697021,-7.744364,486.620178,1287.560059,69.965485,500.123505,1142.874390,76.502007,632.194641,873.564819,64.667168,377.437256,1037.168701,70.713081,390.541382,835.419800,262.561859,424.388306,1068.430664,-117.384048,443.440216,1058.113037
18,0,102.773422,335.811981,1335.586060,-9.455084,352.513824,1333.727539,146.268463,469.480530,1289.687500,-7.752018,486.593842,1287.562866,69.944229,500.088928,1142.874146,76.483116,632.159668,873.564514,64.640572,377.410980,1037.165527,70.688995,390.508728,835.415649,262.537964,424.343506,1068.422363,-117.408440,443.418945,1058.108765
19,0,102.754341,335.782257,1335.590454,-9.474866,352.486969,1333.735962,146.252945,469.447021,1289.679810,-7.763415,486.566528,1287.562134,69.921570,500.052460,1142.873901,76.466606,632.119995,873.563904,64.617104,377.382263,1037.165039,70.668892,390.472015,835.412964,262.514740,424.300659,1068.418945,-117.431580,443.390381,1058.104370
20,0,102.734642,335.759003,1335.599976,-9.496049,352.461182,1333.745850,146.232651,469.420044,1289.673828,-7.778829,486.537903,1287.557617,69.897507,500.013702,1142.873291,76.452713,632.076599,873.563843,64.596581,377.350861,1037.166870,70.653046,390.432465,835.411621,262.492065,424.259521,1068.420410,-117.453445,443.355530,1058.099609
21,0,102.713753,335.741394,1335.614258,-9.519125,352.436310,1333.756592,146.207672,469.398529,1289.669556,-7.798606,486.507629,1287.548462,69.871918,499.972382,1142.872559,76.441437,632.030273,873.565125,64.578651,377.316711,1037.170166,70.641800,390.391266,835.411133,262.469940,424.219482,1068.426025,-117.474052,443.315125,1058.093628
