Trajectories
100
,,Sub5:LFHD,,,Sub5:RFHD,,,Sub5:LBHD,,,Sub5:RBHD,,,Sub5:C7,,,Sub5:T10,,,Sub5:CLAV,,,Sub5:STRN,,,Sub5:LSHO,,,Sub5:RSHO,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,118.385567,286.189484,1361.569214,10.083275,288.503113,1366.124634,142.020462,419.291382,1341.163086,-15.571376,418.714233,1343.373291,73.817055,478.645477,1192.237427,80.255981,576.126953,917.359497,57.767120,312.622284,1085.886353,57.888725,266.914093,925.549927,280.753754,383.786011,1120.467651,-150.928558,401.702240,1109.719849
2,0,118.360008,286.150238,1361.573853,10.058746,288.468414,1366.133789,142.002075,419.246735,1341.162231,-15.585083,418.682770,1343.371826,73.803772,478.604095,1192.245361,80.252129,576.101685,917.375366,57.739689,312.553284,1085.906616,57.866627,266.895844,925.538269,280.736511,383.738037,1120.468262,-150.941986,401.680725,1109.716553
3,0,118.326065,286.099609,1361.577759,10.027981,288.423035,1366.144043,141.977234,419.189087,1341.162842,-15.602678,418.640778,1343.371094,73.785957,478.552917,1192.256836,80.246620,576.068848,917.396484,57.705166,312.469604,1085.932007,57.839687,266.872833,925.525635,280.713348,383.678986,1120.471069,-150.959732,401.653809,1109.713379
4,0,118.284195,286.038971,1361.579712,9.992275,288.367981,1366.153687,141.946274,419.120117,1341.165771,-15.623676,418.588806,1343.371338,73.763794,478.494446,1192.270996,80.239433,576.029297,917.421875,57.665844,312.379272,1085.958984,57.809334,266.846283,925.513123,280.684357,383.611847,1120.476074,-150.981354,401.622467,1109.711548
5,0,118.235237,285.970184,1361.578491,9.953035,288.305023,1366.160889,141.909943,419.041992,1341.171753,-15.647505,418.528168,1343.372559,73.737671,478.431946,1192.287598,80.230629,575.984680,917.450073,57.624714,312.292297,1085.982056,57.777134,266.817780,925.501221,280.649597,383.540192,1120.482910,-151.006058,401.587952,1109.710449
6,0,118.180428,285.895142,1361.573242,9.911304,288.235931,1366.163574,141.869247,418.957336,1341.180298,-15.673755,418.460083,1343.374146,73.708054,478.368347,1192.304688,80.220253,575.936951,917.479187,57.584236,312.216187,1085.998047,57.744427,266.789337,925.489929,280.609131,383.467163,1120.489990,-151.032944,401.551453,1109.710205
7,0,118.121170,285.815643,1361.563354,9.867598,288.162354,1366.160767,141.825150,418.868591,1341.191284,-15.702586,418.385864,1343.375366,73.675438,478.306152,1192.321411,80.208260,575.888550,917.507568,57.545776,312.153839,1086.005493,57.712166,266.762726,925.478882,280.562897,383.395538,1120.494873,-151.061020,401.513885,1109.709839
8,0,118.058914,285.733429,1361.548828,9.821871,288.085358,1366.151001,141.778610,418.778137,1341.204224,-15.734952,418.306915,1343.375854,73.640480,478.247040,1192.336182,80.194611,575.841675,917.533569,57.509766,312.105011,1086.004761,57.680901,266.739594,925.467224,280.511353,383.327179,1120.495728,-151.089676,401.476288,1109.708130
9,0,117.994987,285.649963,1361.529541,9.773633,288.005798,1366.133911,141.730179,418.687775,1341.217896,-15.772198,418.224823,1343.375122,73.603790,478.191956,1192.348389,80.179283,575.798218,917.555725,57.475979,312.067810,1085.997192,57.650791,266.721313,925.454041,280.455658,383.263397,1120.491333,-151.118713,401.439484,1109.703979
10,0,117.930489,285.566437,1361.506226,9.722284,287.924225,1366.109741,141.680115,418.598877,1341.231689,-15.815213,418.141388,1343.373047,73.565773,478.141266,1192.357056,80.162415,575.759644,917.573486,57.443745,312.039917,1085.984619,57.621574,266.708649,925.438110,280.398010,383.204803,1120.482910,-151.148285,401.404266,1109.696411
11,0,117.866234,285.483948,1361.479004,9.667474,287.841248,1366.078369,141.628387,418.512543,1341.244995,-15.864099,418.058380,1343.369507,73.526619,478.095062,1192.361938,80.144173,575.727356,917.586487,57.412048,312.019073,1085.967773,57.592598,266.701630,925.418457,280.340790,383.151642,1120.471802,-151.178879,401.371307,1109.684082
12,0,117.802811,285.403198,1361.448853,9.609317,287.757751,1366.040649,141.574829,418.429413,1341.256836,-15.918507,417.976990,1343.363647,73.486244,478.053406,1192.363159,80.124695,575.701904,917.594788,57.379822,312.003601,1085.948364,57.563061,266.699799,925.394836,280.285248,383.104187,1120.459595,-151.210968,401.341400,1109.667358
13,0,117.740662,285.324707,1361.416992,9.548331,287.675049,1365.997803,141.519501,418.350128,1341.267334,-15.978063,417.898254,1343.355591,73.444389,478.016663,1192.360596,80.103951,575.684021,917.598877,57.346203,311.992218,1085.927002,57.532345,266.701996,925.367615,280.231842,383.062775,1120.446655,-151.244751,401.315582,1109.645752
14,0,117.679871,285.248932,1361.384033,9.485228,287.594666,1365.950439,141.462479,418.275391,1341.276611,-16.042284,417.823090,1343.345581,73.400749,477.985504,1192.355347,80.081749,575.673889,917.599548,57.310673,311.984283,1085.905273,57.500237,266.706970,925.338074,280.181152,383.028320,1120.434570,-151.280258,401.294830,1109.619995
15,0,117.620193,285.176453,1361.350952,9.420684,287.518066,1365.900635,141.403763,418.206116,1341.285156,-16.110487,417.751953,1343.334106,73.355232,477.960632,1192.347900,80.057892,575.671326,917.597351,57.273182,311.979462,1085.884521,57.466888,266.713135,925.308472,280.133759,383.001923,1120.424561,-151.317291,401.280212,1109.590576
16,0,117.560982,285.107880,1361.318359,9.355222,287.446198,1365.849121,141.343216,418.143311,1341.293335,-16.182016,417.685577,1343.322144,73.308113,477.942902,1192.338867,80.032219,575.675476,917.592773,57.234131,311.978088,1085.865967,57.432674,266.718933,925.281189,280.089783,382.984619,1120.417114,-151.355484,401.272644,1109.558350
17,0,117.501404,285.044220,1361.286133,9.289129,287.379913,1365.797485,141.280548,418.087708,1341.302124,-16.256186,417.624756,1343.311279,73.260086,477.932831,1192.329102,80.004890,575.685303,917.585999,57.194290,311.980652,1085.850708,57.398121,266.722870,925.258789,280.048676,382.977325,1120.412598,-151.394409,401.272675,1109.524780
18,0,117.440704,284.986664,1361.254639,9.222461,287.320038,1365.746948,141.215485,418.040070,1341.312500,-16.331909,417.570435,1343.302734,73.212120,477.930878,1192.318970,79.976410,575.699402,917.577209,57.154522,311.987488,1085.839844,57.363853,266.723785,925.243652,280.009003,382.980713,1120.409180,-151.433609,401.280640,1109.490723
19,0,117.378395,284.936310,1361.224365,9.155190,287.267548,1365.698242,141.148132,418.000610,1341.325439,-16.407732,417.523865,1343.296265,73.165192,477.937195,1192.308838,79.947609,575.716248,917.566162,57.115582,311.998627,1085.834106,57.330395,266.721039,925.237366,279.970032,382.994507,1120.406128,-151.472488,401.296326,1109.458252
20,0,117.314339,284.894318,1361.196045,9.087381,287.223389,1365.651733,141.079010,417.969696,1341.340942,-16.482254,417.486115,1343.291992,73.120087,477.951691,1192.298584,79.919472,575.734741,917.553101,57.078053,312.013794,1085.833984,57.298065,266.714539,925.240784,279.932007,383.018066,1120.403931,-151.510635,401.319214,1109.428223
21,0,117.248718,284.861786,1361.170166,9.019244,287.188934,1365.608398,141.009079,417.947662,1341.359253,-16.554596,417.458282,1343.289673,73.077286,477.974121,1192.288330,79.892891,575.753479,917.537964,57.042366,312.032745,1085.839600,57.266941,266.704376,925.254333,279.895782,383.050415,1120.403320,-151.547760,401.348541,1109.401855
22,0,117.181961,284.839722,1361.147949,8.951138,287.165314,1365.568970,140.939529,417.934906,1341.380249,-16.624462,417.441254,1343.288452,73.036896,478.004059,1192.277710,79.868355,575.771423,917.520752,57.008881,312.055267,1085.850586,57.237064,266.690765,925.277710,279.862091,383.090179,1120.405151,-151.583740,401.383392,1109.379761
23,0,117.114662,284.829010,1361.130615,8.883535,287.153534,1365.534424,140.871628,417.932007,1341.402954,-16.691782,417.435669,1343.288330,72.998764,478.040833,1192.266968,79.846024,575.787964,917.501587,56.977898,312.081024,1085.866577,57.208542,266.673981,925.310364,279.830872,383.135834,1120.409912,-151.618484,401.422791,1109.362549
24,0,117.047592,284.830505,1361.118652,8.817023,287.154541,1365.505737,140.806458,417.939636,1341.427246,-16.756351,417.442169,1343.288696,72.962540,478.083588,1192.256226,79.825844,575.802612,917.480896,56.949577,312.109436,1085.887573,57.181561,266.654541,925.351318,279.802124,383.185760,1120.417969,-151.651886,401.465851,1109.350220
25,0,116.981842,284.844971,1361.113281,8.752285,287.169098,1365.483765,140.744995,417.958557,1341.452271,-16.817741,417.461243,1343.288818,72.927948,478.131378,1192.245361,79.807663,575.815247,917.459229,56.923843,312.139954,1085.913208,57.156429,266.633118,925.399048,279.775482,383.238770,1120.428833,-151.683914,401.511810,1109.341919
26,0,116.918770,284.872955,1361.114990,8.690026,287.197784,1365.469604,140.688278,417.989380,1341.477539,-16.875401,417.493439,1343.288086,72.894974,478.183228,1192.234985,79.791412,575.826233,917.437256,56.900433,312.171722,1085.943604,57.133625,266.610229,925.452759,279.750854,383.293823,1120.442627,-151.714401,401.559967,1109.337280
