Trajectories
100
,,Sub5:LFHD,,,Sub5:RFHD,,,Sub5:LBHD,,,Sub5:RBHD,,,Sub5:C7,,,Sub5:T10,,,Sub5:CLAV,,,Sub5:STRN,,,Sub5:LSHO,,,Sub5:RSHO,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,102.569275,294.478729,1369.311035,-5.922372,300.049530,1368.471069,130.920944,427.330444,1345.270508,-26.389761,430.473511,1338.756104,62.540733,484.772461,1189.923828,71.381500,573.421753,916.693054,53.163288,309.969482,1096.367065,56.707302,256.247955,936.470703,272.456970,396.507233,1129.317383,-157.426331,401.235474,1119.511230
2,0,102.582054,294.485107,1369.307251,-5.908553,300.048218,1368.473022,130.925110,427.338745,1345.265015,-26.393303,430.473969,1338.761230,62.542461,484.773254,1189.924072,71.382355,573.422241,916.693665,53.165634,309.975006,1096.360840,56.710022,256.251099,936.464966,272.460297,396.511719,1129.309814,-157.424255,401.235413,1119.501343
3,0,102.595848,294.491058,1369.301025,-5.893252,300.044891,1368.473633,130.929306,427.346985,1345.260132,-26.397047,430.472870,1338.767212,62.543808,484.775421,1189.923584,71.383507,573.422668,916.693909,53.168304,309.983765,1096.352173,56.713039,256.254913,936.458740,272.463806,396.518890,1129.300781,-157.421570,401.237701,1119.489014
4,0,102.608864,294.495361,1369.291504,-5.878111,300.038879,1368.472046,130.932892,427.353699,1345.257080,-26.400497,430.469513,1338.773682,62.544258,484.779266,1189.921753,71.385010,573.423035,916.693665,53.171146,309.996063,1096.341797,56.716042,256.259277,936.452820,272.467041,396.529205,1129.291382,-157.418228,401.243256,1119.474243
5,0,102.619293,294.497040,1369.278931,-5.864765,300.029846,1368.467529,130.935242,427.357513,1345.256958,-26.403360,430.463379,1338.780396,62.543438,484.784912,1189.918457,71.387024,573.422974,916.692993,53.174023,310.012024,1096.329834,56.718811,256.264038,936.447693,272.469879,396.542908,1129.282227,-157.414246,401.252869,1119.458374
6,0,102.625740,294.495300,1369.263550,-5.854627,300.017975,1368.459717,130.935944,427.357361,1345.260620,-26.405622,430.454468,1338.787231,62.541195,484.792236,1189.914062,71.389671,573.422424,916.691650,53.176792,310.030975,1096.316406,56.721291,256.269043,936.443665,272.472168,396.559998,1129.274170,-157.409714,401.266998,1119.441528
7,0,102.627464,294.489899,1369.245972,-5.848751,300.003906,1368.448364,130.934830,427.352661,1345.268066,-26.407433,430.443146,1338.793823,62.537678,484.800995,1189.908691,71.393059,573.421692,916.689758,53.179234,310.052032,1096.302246,56.723442,256.274597,936.440796,272.473724,396.580048,1129.267334,-157.404770,401.285858,1119.424316
8,0,102.624252,294.480865,1369.227173,-5.847673,299.988434,1368.433960,130.932098,427.343414,1345.278809,-26.408993,430.430298,1338.800293,62.533302,484.810638,1189.902832,71.397285,573.420776,916.687561,53.181072,310.074280,1096.287354,56.725185,256.281311,936.438354,272.474365,396.602386,1129.261963,-157.399582,401.309326,1119.407227
9,0,102.616318,294.468689,1369.207520,-5.851378,299.972473,1368.416748,130.927902,427.330048,1345.292480,-26.410671,430.417206,1338.806274,62.528690,484.820435,1189.896484,71.402443,573.419617,916.685181,53.182045,310.096741,1096.271729,56.726475,256.290009,936.435669,272.473938,396.626007,1129.258057,-157.394302,401.336884,1119.390259
10,0,102.604088,294.454315,1369.187988,-5.859506,299.957001,1368.397949,130.922531,427.313385,1345.307495,-26.413082,430.405212,1338.811279,62.524506,484.829437,1189.889893,71.408585,573.418457,916.682922,53.182060,310.118835,1096.255005,56.727303,256.301514,936.431885,272.472382,396.649414,1129.254883,-157.389114,401.367767,1119.373657
