Trajectories
100
,,Sub4:LFHD,,,Sub4:RFHD,,,Sub4:LBHD,,,Sub4:RBHD,,,Sub4:C7,,,Sub4:T10,,,Sub4:CLAV,,,Sub4:STRN,,,Sub4:LSHO,,,Sub4:RSHO,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
10,0,89.617744,307.036713,1346.978760,-17.488752,344.513824,1342.035278,158.738342,429.069519,1299.593506,9.817908,475.227325,1293.444458,77.552513,476.764709,1153.744751,84.446480,610.813049,884.640259,68.027763,356.062897,1045.986572,74.374802,370.240601,844.139954,267.541962,396.714203,1078.008301,-111.635788,426.389679,1069.887573
11,0,89.622757,307.070343,1347.007080,-17.489395,344.518982,1342.063721,158.697464,429.128723,1299.644897,9.778467,475.239929,1293.497803,77.552635,476.843506,1153.761230,84.446831,610.799255,884.620789,68.021652,356.105103,1046.036133,74.358673,370.196625,844.176636,267.523804,396.759491,1078.051270,-111.656776,426.410919,1069.916504
12,0,89.643913,307.115845,1347.039307,-17.479349,344.521698,1342.097168,158.652863,429.207703,1299.696899,9.724517,475.254150,1293.554810,77.537636,476.919189,1153.774170,84.446289,610.786011,884.600281,68.015587,356.151184,1046.088379,74.345398,370.152649,844.215027,267.507690,396.806885,1078.101685,-111.677353,426.436737,1069.943726
13,0,89.684006,307.176453,1347.077393,-17.456732,344.522461,1342.137085,158.604782,429.310181,1299.747559,9.651879,475.271667,1293.614380,77.505028,476.990936,1153.783569,84.444298,610.773987,884.579712,68.009232,356.200684,1046.142456,74.334679,370.109344,844.254761,267.494141,396.856110,1078.157959,-111.697006,426.466827,1069.968506
14,0,89.745094,307.254974,1347.122681,-17.420094,344.522400,1342.185547,158.554306,429.439178,1299.795288,9.557675,475.294159,1293.675537,77.457855,477.059753,1153.790405,84.440430,610.763733,884.559753,68.002571,356.253510,1046.198730,74.326225,370.066498,844.295654,267.483215,396.906921,1078.218384,-111.715286,426.500793,1069.990723
15,0,89.828087,307.353546,1347.176270,-17.368626,344.523163,1342.243530,158.502930,429.596771,1299.838013,9.441583,475.323090,1293.736328,77.402153,477.126526,1153.795288,84.434387,610.755920,884.540771,67.995827,356.309692,1046.257324,74.319763,370.023560,844.337830,267.474701,396.959564,1078.280640,-111.731972,426.538452,1070.011108
16,0,89.932648,307.473511,1347.239624,-17.302382,344.526672,1342.312622,158.452332,429.783661,1299.874268,9.307122,475.359192,1293.794800,77.345329,477.191406,1153.797729,84.426094,610.751343,884.523071,67.989410,356.369324,1046.318115,74.315170,369.979889,844.381042,267.468506,397.014557,1078.343262,-111.747032,426.579437,1070.030396
17,0,90.057549,307.615326,1347.312622,-17.222170,344.535126,1342.392822,158.404068,429.999237,1299.902954,9.163075,475.402069,1293.847168,77.295074,477.253540,1153.797485,84.415695,610.750122,884.506592,67.983932,356.432251,1046.380249,74.312248,369.934937,844.425354,267.464539,397.072388,1078.404907,-111.760590,426.623383,1070.049805
18,0,90.201195,307.779175,1347.395142,-17.129168,344.550507,1342.484009,158.359268,430.241791,1299.922974,9.022977,475.449646,1293.889282,77.258080,477.311646,1153.792969,84.403412,610.752686,884.491211,67.980026,356.498230,1046.443848,74.310715,369.888275,844.470825,267.463074,397.133514,1078.465210,-111.772682,426.669647,1070.069946
19,0,90.361992,307.965088,1347.486328,-17.024471,344.574921,1342.585327,158.318527,430.509186,1299.934204,8.899138,475.499664,1293.917358,77.238541,477.364380,1153.782837,84.389214,610.759033,884.476624,67.978180,356.566742,1046.507568,74.310219,369.839996,844.516724,267.464569,397.198303,1078.524048,-111.783325,426.717590,1070.091309
20,0,90.538376,308.173340,1347.585205,-16.908945,344.610229,1342.694702,158.281754,430.799469,1299.936401,8.794896,475.551666,1293.931396,77.237297,477.411163,1153.766113,84.372765,610.769043,884.462646,67.978836,356.636963,1046.570679,74.310493,369.791290,844.562439,267.469513,397.266724,1078.581055,-111.792374,426.766174,1070.114258
21,0,90.728561,308.403748,1347.690063,-16.783392,344.658234,1342.809692,158.248489,431.111298,1299.930176,8.704431,475.607269,1293.933838,77.251915,477.453247,1153.743164,84.353691,610.782593,884.448975,67.982620,356.708130,1046.631592,74.311470,369.744720,844.606812,267.478455,397.338409,1078.636230,-111.799339,426.814484,1070.138428
22,0,90.930260,308.656189,1347.800537,-16.648756,344.720734,1342.926758,158.218002,431.443970,1299.915894,8.618754,475.669342,1293.927979,77.277016,477.495209,1153.716309,84.331932,610.799683,884.435181,67.990433,356.779419,1046.689453,74.313522,369.702881,844.648682,267.491913,397.413147,1078.688599,-111.803368,426.861420,1070.163086
23,0,91.140762,308.930054,1347.915161,-16.506237,344.799316,1343.042603,158.189575,431.796722,1299.894409,8.530457,475.742126,1293.915039,77.306145,477.543152,1153.689575,84.307854,610.820068,884.421082,68.003426,356.850494,1046.743774,74.317451,369.667694,844.686951,267.510254,397.490570,1078.737671,-111.803459,426.905731,1070.187622
24,0,91.357353,309.224976,1348.033325,-16.357330,344.895233,1343.154663,158.162933,432.168915,1299.866577,8.436838,475.829163,1293.893433,77.334633,477.601746,1153.665161,84.282265,610.843872,884.406189,68.022842,356.921509,1046.793579,74.324356,369.639954,844.720703,267.533936,397.571106,1078.782227,-111.798828,426.946167,1070.210815
25,0,91.577789,309.540680,1348.153442,-16.203770,345.009216,1343.261230,158.138290,432.559204,1299.833130,8.341801,475.931244,1293.860718,77.360825,477.672638,1153.643555,84.256226,610.871582,884.389526,68.049683,356.992828,1046.838867,74.335274,369.619324,844.749878,267.563080,397.655792,1078.821289,-111.789139,426.981812,1070.231812
26,0,91.800476,309.877136,1348.274414,-16.047131,345.141388,1343.361572,158.115936,432.966217,1299.795288,8.253587,476.046539,1293.813599,77.385040,477.755432,1153.623413,84.231018,610.903259,884.369812,68.084389,357.065247,1046.879517,74.350861,369.604767,844.774536,267.597412,397.746216,1078.854004,-111.774376,427.012329,1070.249756
27,0,92.024551,310.233643,1348.395264,-15.888283,345.291840,1343.456543,158.096085,433.388428,1299.753052,8.178265,476.172943,1293.751465,77.408508,477.848938,1153.603516,84.207985,610.939331,884.346130,68.126762,357.139587,1046.916382,74.371239,369.594666,844.795349,267.636230,397.844421,1078.878784,-111.754700,427.038330,1070.264282
28,0,92.250290,310.609131,1348.515381,-15.727012,345.460663,1343.547607,158.078934,433.825012,1299.707153,8.115232,476.310730,1293.677856,77.432518,477.952209,1153.582764,84.188141,610.979553,884.317871,68.176041,357.216492,1046.950439,74.396095,369.587006,844.813782,267.678772,397.952393,1078.894897,-111.730293,427.061371,1070.275513
29,0,92.478912,311.002441,1348.636108,-15.562124,345.647797,1343.637451,158.065323,434.275726,1299.658447,8.059565,476.461670,1293.597290,77.458038,478.064789,1153.561157,84.172089,611.023987,884.284912,68.231010,357.296631,1046.984375,74.424881,369.579346,844.831848,267.724152,398.071503,1078.902466,-111.701492,427.083862,1070.284424
30,0,92.712219,311.412964,1348.758911,-15.391938,345.852875,1343.729614,158.056580,434.741455,1299.607666,8.006410,476.627777,1293.515015,77.485291,478.187073,1153.538818,84.159988,611.072083,884.247803,68.290184,357.380707,1047.020142,74.457039,369.569305,844.851990,267.771912,398.202026,1078.903198,-111.668709,427.108459,1070.291504
31,0,92.952232,311.841370,1348.885864,-15.214729,346.075165,1343.827148,158.054184,435.223938,1299.555664,7.952441,476.810547,1293.433594,77.513817,478.320374,1153.517334,84.151703,611.123596,884.207520,68.352226,357.469269,1047.060669,74.492340,369.554932,844.876282,267.821411,398.343597,1078.898926,-111.632263,427.138062,1070.298706
32,0,93.201103,312.289490,1349.019531,-15.028998,346.314117,1343.933594,158.058945,435.725067,1299.502441,7.895936,477.011139,1293.355103,77.542610,478.466400,1153.498291,84.146889,611.178101,884.165710,68.416351,357.562592,1047.107544,74.530708,369.535278,844.906311,267.871826,398.494965,1078.891724,-111.592400,427.174896,1070.306885
33,0,93.460777,312.759827,1349.162598,-14.833549,346.570099,1344.052246,158.070312,436.246704,1299.447510,7.836813,477.230347,1293.279907,77.570457,478.627350,1153.484009,84.144989,611.234802,884.123718,68.482323,357.660797,1047.162476,74.571976,369.510529,844.943054,267.922974,398.654510,1078.884766,-111.549477,427.220551,1070.317383
34,0,93.732681,313.255127,1349.318481,-14.627451,346.844971,1344.185303,158.086853,436.790710,1299.389893,7.776287,477.468201,1293.205933,77.596207,478.804962,1153.475586,84.145210,611.292847,884.083252,68.550415,357.763428,1047.226074,74.615738,369.482117,844.986450,267.975494,398.820465,1078.881714,-111.504066,427.275726,1070.331543
35,0,94.017540,313.778564,1349.490479,-14.410123,347.141754,1344.335205,158.107178,437.359161,1299.327393,7.716134,477.724091,1293.129761,77.619217,479.000122,1153.474609,84.146599,611.351318,884.045471,68.620911,357.869354,1047.298462,74.661400,369.451691,845.036072,268.030609,398.990997,1078.886963,-111.456757,427.340027,1070.350464
36,0,94.315384,314.333832,1349.681030,-14.181495,347.464294,1344.503052,158.130310,437.954132,1299.258057,7.657756,477.997223,1293.046753,77.639915,479.211609,1153.480347,84.148163,611.409485,884.010925,68.693787,357.977112,1047.378662,74.708305,369.420959,845.091309,268.089264,399.164795,1078.902588,-111.407997,427.412354,1070.374390
37,0,94.626022,314.925293,1349.891724,-13.941751,347.816498,1344.690063,158.155487,438.577972,1299.179443,7.601479,478.287109,1292.951904,77.660385,479.435425,1153.490723,84.149231,611.466858,883.979919,68.768570,358.084930,1047.465942,74.756020,369.390869,845.151123,268.151520,399.340790,1078.929199,-111.358055,427.490906,1070.403809
38,0,94.949463,315.557861,1350.125366,-13.690904,348.202393,1344.897705,158.181961,439.233429,1299.087769,7.546464,478.594238,1292.841309,77.684525,479.664246,1153.502319,84.149635,611.523010,883.952332,68.844406,358.191010,1047.558960,74.804138,369.362183,845.214539,268.217346,399.517731,1078.965698,-111.307198,427.573273,1070.439209
39,0,95.285904,316.237335,1350.383667,-13.428719,348.626434,1345.126953,158.209167,439.923279,1298.979614,7.491222,478.920288,1292.711670,77.716774,479.889191,1153.510376,84.149719,611.577454,883.927734,68.920441,358.294037,1047.656860,74.852272,369.334747,845.280640,268.286438,399.694000,1079.010010,-111.255630,427.656799,1070.480347
40,0,95.635773,316.970154,1350.668579,-13.154884,349.093201,1345.379150,158.236542,440.650787,1298.851562,7.434649,479.267883,1292.558960,77.759850,480.102997,1153.511230,84.149994,611.629578,883.905884,68.995956,358.393005,1047.758911,74.900146,369.308014,845.348328,268.358521,399.867401,1079.060547,-111.203491,427.738831,1070.526245
41,0,95.999680,317.763184,1350.981812,-12.869014,349.607758,1345.655640,158.263672,441.418945,1298.699463,7.377391,479.639709,1292.379395,77.813309,480.302521,1153.504150,84.150795,611.678711,883.886108,69.070473,358.487457,1047.864136,74.947693,369.281067,845.416260,268.433044,400.035797,1079.114746,-111.150803,427.817230,1070.575684
42,0,96.378426,318.623474,1351.326294,-12.570671,350.175507,1345.959473,158.290543,442.230713,1298.519287,7.322817,480.037170,1292.169067,77.873886,480.488647,1153.490479,84.152115,611.724182,883.868103,69.143707,358.577118,1047.971558,74.994972,369.252899,845.483154,268.509186,400.197296,1079.170776,-111.097618,427.890350,1070.627563
43,0,96.772751,319.557831,1351.704590,-12.259345,350.801971,1346.293091,158.317261,443.088745,1298.306152,7.276087,480.460419,1291.923584,77.936691,480.665222,1153.473999,84.153641,611.765381,883.851746,69.215454,358.662292,1048.080811,75.042252,369.222839,845.548462,268.586029,400.350708,1079.226929,-111.044090,427.957367,1070.680786
44,0,97.183350,320.572144,1352.119385,-11.934334,351.493073,1346.658691,158.343491,443.995239,1298.055786,7.240376,480.909546,1291.639893,77.997513,480.835480,1153.458008,84.154877,611.802124,883.837036,69.285683,358.743164,1048.191650,75.089775,369.190247,845.611511,268.662537,400.495697,1079.281860,-110.990562,428.017944,1070.733765
45,0,97.610725,321.670441,1352.571899,-11.594905,352.254028,1347.057373,158.368744,444.951843,1297.764160,7.212125,481.387665,1291.317627,78.055023,480.998535,1153.442993,84.155403,611.833984,883.823364,69.354477,358.819977,1048.304077,75.137756,369.153870,845.672302,268.737366,400.632599,1079.333740,-110.937637,428.072021,1070.785889
46,0,98.055176,322.854797,1353.060425,-11.240662,353.088989,1347.487915,158.393188,445.959381,1297.428833,7.180438,481.902222,1290.958862,78.110352,481.149872,1153.426270,84.155060,611.861328,883.810669,69.421951,358.892792,1048.418457,75.186073,369.112213,845.731018,268.809082,400.762177,1079.381592,-110.886398,428.119659,1070.835327
47,0,98.516586,324.124847,1353.582397,-10.871724,354.000092,1347.947632,158.417984,447.017487,1297.048706,7.134810,482.461517,1290.566650,78.164528,481.285339,1153.405029,84.154053,611.884094,883.798157,69.488197,358.961426,1048.534790,75.234299,369.063904,845.787903,268.876251,400.885376,1079.423828,-110.838181,428.160614,1070.880859
48,0,98.994316,325.478638,1354.133179,-10.488757,354.987610,1348.432251,158.444504,448.124115,1296.623291,7.073817,483.069733,1290.141724,78.217056,481.404114,1153.377441,84.152679,611.902649,883.785522,69.553230,359.025604,1048.653442,75.281746,369.007843,845.843445,268.937836,401.002930,1079.460083,-110.794365,428.194916,1070.920898
49,0,99.487030,326.913300,1354.708008,-10.092986,356.050293,1348.937622,158.473907,449.276245,1296.154541,7.003584,483.726257,1289.682251,78.266068,481.509216,1153.343506,84.150955,611.917236,883.772156,69.617096,359.085175,1048.775391,75.327705,368.943481,845.898254,268.993256,401.115173,1079.491089,-110.755852,428.222473,1070.954590
50,0,99.992607,328.425232,1355.302368,-9.686295,357.186127,1349.459351,158.506912,450.470490,1295.645020,6.931012,484.428223,1289.187378,78.308685,481.606842,1153.305786,84.148468,611.928528,883.757507,69.679665,359.140381,1048.901611,75.371445,368.870453,845.953369,269.042938,401.222046,1079.519653,-110.723007,428.243317,1070.981323
51,0,100.507919,330.011169,1355.911865,-9.271246,358.393005,1349.993408,158.543961,451.703644,1295.098267,6.860610,485.172150,1288.656738,78.342361,481.704407,1153.266724,84.144600,611.936768,883.741882,69.740471,359.191711,1049.033325,75.412178,368.789001,846.009705,269.087952,401.323547,1079.548462,-110.695564,428.257721,1071.001709
52,0,101.028694,331.668549,1356.531982,-8.850592,359.668427,1350.537842,158.584793,452.973053,1294.518311,6.794058,485.954193,1288.090332,78.366478,481.807617,1153.228516,84.139008,611.942444,883.725403,69.798752,359.240021,1049.171875,75.449074,368.699219,846.068604,269.129456,401.420013,1079.581177,-110.672821,428.266418,1071.016846
53,0,101.550613,333.395905,1357.158691,-8.426517,361.009888,1351.091553,158.628418,454.276337,1293.907837,6.730648,486.770203,1287.490356,78.382416,481.919647,1153.192261,84.131790,611.946228,883.708435,69.853653,359.285980,1049.318970,75.481552,368.601562,846.131226,269.168518,401.512115,1079.618774,-110.653702,428.270416,1071.028564
54,0,102.070854,335.191956,1357.790039,-8.000409,362.415649,1351.654297,158.673004,455.611267,1293.267700,6.668532,487.616302,1286.858643,78.392441,482.042542,1153.158691,84.123428,611.948059,883.691284,69.904472,359.330048,1049.475464,75.509392,368.496063,846.198425,269.205322,401.600525,1079.661621,-110.636932,428.271606,1071.039673
55,0,102.588821,337.056122,1358.426636,-7.573053,363.885223,1352.227417,158.715973,456.975586,1292.597168,6.605935,488.488678,1286.196411,78.398888,482.177124,1153.128296,84.114433,611.948242,883.674316,69.950706,359.372803,1049.641968,75.532570,368.383118,846.271057,269.239471,401.685699,1079.707886,-110.621384,428.272064,1071.052856
56,0,103.106049,338.988678,1359.072388,-7.144714,365.420013,1352.812866,158.754761,458.366730,1291.894165,6.541746,489.383972,1285.503418,78.404167,482.322266,1153.100830,84.105240,611.946594,883.657532,69.992157,359.414246,1049.819214,75.550941,368.263672,846.349426,269.270508,401.767609,1079.756226,-110.606171,428.273865,1071.070557
57,0,103.625084,340.991425,1359.731812,-6.715077,367.022827,1353.413208,158.787216,459.782104,1291.155396,6.475532,490.299133,1284.778687,78.410423,482.475128,1153.074951,84.096001,611.942932,883.641541,70.028877,359.454346,1050.007324,75.564346,368.139038,846.433777,269.298004,401.845642,1079.806274,-110.590744,428.278412,1071.095093
58,0,104.148064,343.068146,1360.408936,-6.283206,368.697632,1354.031250,158.812149,461.219360,1290.376831,6.407314,491.232239,1284.020508,78.419060,482.631622,1153.048706,84.086624,611.937195,883.627136,70.061218,359.492493,1050.206787,75.572639,368.011017,846.523926,269.321747,401.918732,1079.858032,-110.575119,428.286224,1071.127441
59,0,104.676041,345.223755,1361.104980,-5.847861,370.449249,1354.668579,158.829544,462.676697,1289.553589,6.337490,492.182739,1283.227173,78.429993,482.787720,1153.021362,84.076843,611.929016,883.615601,70.089600,359.527405,1050.417358,75.575546,367.881348,846.619141,269.341278,401.985718,1079.912231,-110.560051,428.296783,1071.167358
60,0,105.208855,347.462769,1361.817627,-5.408287,372.282379,1355.325439,158.840454,464.152863,1288.681641,6.266792,493.151276,1282.397217,78.441818,482.940094,1152.992432,84.066223,611.917603,883.608826,70.114326,359.557007,1050.638062,75.572784,367.751404,846.717834,269.356171,402.044861,1079.969116,-110.546982,428.308472,1071.214478
61,0,105.745453,349.788574,1362.540161,-4.964802,374.200867,1355.998779,158.846649,465.647247,1287.756958,6.195779,494.139343,1281.529541,78.452621,483.085724,1152.962891,84.054222,611.902405,883.608154,70.135307,359.578033,1050.867432,75.564339,367.621735,846.817688,269.365906,402.093994,1080.029297,-110.537552,428.318604,1071.266113
62,0,106.284554,352.202545,1363.263794,-4.518757,376.206787,1356.682495,158.850113,467.159302,1286.777222,6.124463,495.149017,1280.623169,78.460701,483.221863,1152.932251,84.040222,611.882629,883.614807,70.151970,359.586975,1051.103149,75.550591,367.492004,846.916443,269.370331,402.130463,1080.092163,-110.532974,428.323730,1071.320679
63,0,106.825111,354.703674,1363.979370,-4.072161,378.300537,1357.369019,158.852478,468.688110,1285.741699,6.052732,496.182343,1279.676147,78.464836,483.346344,1152.899780,84.023598,611.857422,883.629456,70.163254,359.580627,1051.342896,75.532158,367.360413,847.011841,269.369263,402.151062,1080.156982,-110.533867,428.320374,1071.375122
64,0,107.365936,357.289612,1364.678467,-3.627325,380.481384,1358.049927,158.854553,470.232086,1284.650146,5.980924,497.241028,1278.686157,78.464470,483.458008,1152.864258,84.003853,611.826416,883.652344,70.168007,359.556702,1051.584717,75.509811,367.224304,847.103027,269.362732,402.152893,1080.222290,-110.540215,428.305023,1071.427490
65,0,107.905220,359.957275,1365.354614,-3.186237,382.747589,1358.716431,158.856445,471.789032,1283.503296,5.909995,498.325500,1277.650024,78.459770,483.556946,1152.824585,83.980713,611.789612,883.683228,70.165375,359.514160,1051.827271,75.484367,367.080658,847.189697,269.350433,402.133545,1080.286133,-110.551636,428.275116,1071.475342
66,0,108.440826,362.703491,1366.002319,-2.749710,385.096375,1359.360718,158.857483,473.356323,1282.302246,5.841130,499.435455,1276.564575,78.451530,483.644897,1152.780151,83.954269,611.746765,883.721313,70.155151,359.452942,1052.069946,75.456520,366.926910,847.272949,269.332062,402.091858,1080.346802,-110.567474,428.228760,1071.517456
67,0,108.970978,365.524933,1366.616821,-2.317255,387.524048,1359.975342,158.856598,474.931763,1281.048828,5.775022,500.569702,1275.428955,78.440964,483.724548,1152.729492,83.925072,611.698059,883.765259,70.137733,359.374023,1052.311890,75.426643,366.760986,847.353821,269.307007,402.027466,1080.402588,-110.586830,428.165588,1071.552734
68,0,109.494652,368.418182,1367.194946,-1.887922,390.026215,1360.555420,158.852722,476.513885,1279.744629,5.711543,501.726501,1274.243652,78.429337,483.799805,1152.671143,83.894020,611.643311,883.813660,70.113686,359.278961,1052.554199,75.394646,366.581512,847.433838,269.274689,401.941071,1080.451904,-110.608665,428.086426,1071.581299
69,0,110.011757,371.380493,1367.734131,-1.460708,392.597961,1361.098145,158.844849,478.102081,1278.391846,5.649999,502.903625,1273.010864,78.417656,483.875122,1152.603760,83.862244,611.582825,883.865112,70.083611,359.169647,1052.798340,75.360146,366.387238,847.514526,269.234222,401.833862,1080.492920,-110.631981,427.993500,1071.603027
70,0,110.522972,374.408905,1368.233521,-1.034663,395.234192,1361.603271,158.832458,479.696381,1276.993286,5.589768,504.098297,1271.733398,78.406570,483.954956,1152.525635,83.830780,611.516113,883.917969,70.048012,359.047668,1053.047119,75.322777,366.177673,847.597168,269.184784,401.707458,1080.525513,-110.655914,427.890289,1071.620239
71,0,111.029266,377.500122,1368.694458,-0.609644,397.930389,1362.071411,158.816254,481.296387,1275.553223,5.530937,505.307983,1270.415527,78.396317,484.043945,1152.436401,83.800491,611.443298,883.971497,70.007462,358.914520,1053.304077,75.282265,365.952515,847.683960,269.125916,401.564026,1080.549805,-110.679832,427.780853,1071.634644
72,0,111.531227,380.650269,1369.118530,-0.186382,400.683594,1362.504150,158.798065,482.900635,1274.077515,5.474651,506.530457,1269.061646,78.387161,484.146393,1152.334351,83.772003,611.363892,884.025208,69.962654,358.771545,1053.573364,75.238159,365.711670,847.777222,269.057465,401.405975,1080.567871,-110.703255,427.669617,1071.649292
73,0,112.028908,383.855103,1369.508545,0.234206,403.492432,1362.902710,158.780563,484.506653,1272.573486,5.422932,507.764526,1267.677002,78.379990,484.266144,1152.219116,83.745682,611.277466,884.079041,69.914429,358.620148,1053.858643,75.189621,365.454773,847.880005,268.980072,401.236084,1080.582397,-110.725624,427.560760,1071.667603
74,0,112.522072,387.109863,1369.865967,0.651236,406.356506,1363.268555,158.766083,486.111328,1271.048340,5.377633,509.009888,1266.267944,78.376740,484.406830,1152.090454,83.721573,611.183716,884.133301,69.863716,358.462097,1054.163086,75.135475,365.181305,847.995361,268.895599,401.057343,1080.597900,-110.746300,427.457855,1071.693115
75,0,113.010269,390.410034,1370.192139,1.064005,409.274780,1363.602295,158.755890,487.712311,1269.509155,5.339108,510.267151,1264.842407,78.380287,484.572296,1151.947388,83.699570,611.082458,884.188110,69.811386,358.298889,1054.489380,75.074623,364.890839,848.126831,268.806885,400.872559,1080.620117,-110.764366,427.363800,1071.729736
76,0,113.492836,393.750916,1370.486938,1.471830,412.243530,1363.905273,158.749390,489.308685,1267.962524,5.305671,511.536530,1263.407959,78.393669,484.766541,1151.790161,83.679634,610.973816,884.243164,69.758095,358.132111,1054.839600,75.006355,364.583313,848.277588,268.717163,400.684113,1080.655273,-110.778732,427.280579,1071.780884
77,0,113.968834,397.128143,1370.749878,1.873537,415.255981,1364.179932,158.743881,490.901123,1266.414551,5.274077,512.817810,1261.971680,78.419235,484.993652,1151.618164,83.661888,610.858643,884.298645,69.704330,357.963165,1055.215698,74.930885,364.258759,848.450500,268.629028,400.494049,1080.707275,-110.788208,427.209564,1071.849731
78,0,114.436440,400.537018,1370.980103,2.267541,418.303802,1364.426636,158.735489,492.491364,1264.870972,5.240805,514.109497,1260.540039,78.458099,485.257446,1151.431030,83.646477,610.737427,884.354126,69.650589,357.793610,1055.619507,74.849373,363.917328,848.648010,268.544342,400.304138,1080.780640,-110.791725,427.151886,1071.938599
79,0,114.892281,403.971741,1371.178955,2.651716,421.379028,1364.642944,158.720505,494.080902,1263.339600,5.203643,515.409424,1259.117188,78.510231,485.561096,1151.228271,83.633392,610.611572,884.409363,69.597641,357.625397,1056.052124,74.763908,363.558411,848.872681,268.465210,400.116699,1080.878540,-110.788460,427.108429,1072.050049
80,0,115.331398,407.424316,1371.348755,3.022490,424.474426,1364.824951,158.697037,495.669769,1261.829590,5.162348,516.714722,1257.707031,78.575172,485.907318,1151.008911,83.622589,610.482483,884.463928,69.546768,357.461365,1056.514282,74.676826,363.181091,849.126526,268.393402,399.934845,1081.003296,-110.777679,427.080078,1072.185547
81,0,115.747795,410.883972,1371.493164,3.373991,427.582397,1364.968872,158.665207,497.256042,1260.351562,5.117748,518.023010,1256.312744,78.652908,486.297943,1150.772705,83.613998,610.351990,884.517029,69.499664,357.305023,1057.004883,74.590172,362.784363,849.410828,268.330261,399.762543,1081.155640,-110.758537,427.067780,1072.345581
82,0,116.135017,414.336914,1371.616699,3.698492,430.693573,1365.074219,158.626511,498.835938,1258.916016,5.070530,519.333069,1254.939209,78.744339,486.733459,1150.520264,83.607834,610.222168,884.567688,69.457985,357.160583,1057.523071,74.505035,362.368103,849.725830,268.277313,399.604462,1081.333984,-110.729858,427.073364,1072.530396
