Trajectories
100
,,Sub3:LFHD,,,Sub3:RFHD,,,Sub3:LBHD,,,Sub3:RBHD,,,Sub3:C7,,,Sub3:T10,,,Sub3:CLAV,,,Sub3:STRN,,,Sub3:LSHO,,,Sub3:RSHO,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,143.291107,326.945404,1370.432007,34.932358,329.080353,1372.358276,166.451340,468.927856,1353.818359,6.077079,463.688568,1357.704468,79.878929,520.860107,1158.579590,79.666046,570.710266,933.216125,88.044167,348.776123,1110.739380,92.048439,285.368835,959.886658,255.796753,420.948212,1138.642700,-86.680504,403.955322,1134.898315
2,0,143.267227,326.974121,1370.447388,34.906319,329.112152,1372.368408,166.432114,468.953033,1353.822266,6.213704,463.722870,1357.654785,79.867973,520.869812,1158.576294,79.652412,570.708679,933.213074,88.043976,348.783630,1110.733765,92.041039,285.365387,959.888000,255.786926,420.965942,1138.642578,-86.690620,403.965332,1134.892334
3,0,143.237411,327.012268,1370.466064,34.876026,329.150665,1372.381958,166.406387,468.985992,1353.825317,6.408121,463.766205,1357.587280,79.854004,520.880371,1158.571899,79.635956,570.707214,933.209961,88.037971,348.793610,1110.727539,92.033630,285.365875,959.885193,255.774582,420.986847,1138.641479,-86.703186,403.975494,1134.883545
4,0,143.202896,327.058990,1370.487061,34.843639,329.193420,1372.398438,166.374680,469.025757,1353.826904,6.650396,463.815979,1357.504883,79.837486,520.890625,1158.566284,79.617554,570.705933,933.207275,88.025131,348.805359,1110.720703,92.027336,285.373718,959.875305,255.760071,421.009552,1138.639648,-86.717438,403.984039,1134.871216
5,0,143.165298,327.112579,1370.509399,34.811153,329.237396,1372.417358,166.338013,469.070526,1353.826050,6.909800,463.868073,1357.414673,79.818970,520.899292,1158.559692,79.598152,570.705261,933.205444,88.007095,348.817444,1110.712402,92.023056,285.393738,959.854736,255.744003,421.032166,1138.636475,-86.732483,403.989349,1134.856079
6,0,143.126434,327.170715,1370.531738,34.780098,329.280029,1372.437622,166.297684,469.118103,1353.822632,7.145084,463.918030,1357.328247,79.799110,520.905640,1158.552368,79.578606,570.705200,933.204651,87.986725,348.828278,1110.701294,92.021423,285.432495,959.819824,255.726990,421.053101,1138.631958,-86.747780,403.990356,1134.838745
7,0,143.087936,327.230560,1370.553467,34.751453,329.319092,1372.458374,166.255264,469.166168,1353.816650,7.325961,463.962189,1357.253662,79.778458,520.909302,1158.545166,79.559517,570.705811,933.205078,87.966011,348.837311,1110.686523,92.022743,285.497192,959.767212,255.709442,421.071014,1138.625610,-86.763222,403.986877,1134.819580
8,0,143.051285,327.289215,1370.573486,34.725750,329.353149,1372.478638,166.212296,469.212219,1353.808228,7.443283,463.998596,1357.194702,79.757240,520.910522,1158.538208,79.541153,570.707275,933.206360,87.945831,348.844788,1110.668091,92.026978,285.594299,959.693787,255.691376,421.084839,1138.617798,-86.779037,403.979706,1134.799316
9,0,143.017456,327.343842,1370.591187,34.703136,329.381378,1372.496826,166.170059,469.254150,1353.798218,7.503292,464.026489,1357.150635,79.735374,520.909607,1158.531860,79.523544,570.709106,933.208496,87.926537,348.851837,1110.645142,92.033882,285.727478,959.598450,255.672668,421.094177,1138.608154,-86.795532,403.970245,1134.777832
