Trajectories
100
,,Sub4:LFHD,,,Sub4:RFHD,,,Sub4:LBHD,,,Sub4:RBHD,,,Sub4:C7,,,Sub4:T10,,,Sub4:CLAV,,,Sub4:STRN,,,Sub4:LSHO,,,Sub4:RSHO,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,66.557045,322.789581,1340.720459,-36.495907,370.575531,1331.831909,150.639725,438.402374,1300.532959,5.550569,499.636536,1288.078247,64.870148,500.506470,1147.422607,61.498405,622.203918,870.372559,60.633865,376.736542,1044.544434,65.507263,380.502563,843.204590,258.881622,428.790131,1073.530884,-122.508354,438.645630,1066.201294
2,0,66.541039,322.778748,1340.719482,-36.502357,370.574615,1331.823364,150.623108,438.387451,1300.525879,5.552244,499.625702,1288.064087,64.868698,500.488037,1147.421631,61.496918,622.198853,870.378906,60.629246,376.706146,1044.531250,65.507027,380.504761,843.200378,258.879700,428.767212,1073.526733,-122.511101,438.632050,1066.193970
3,0,66.519157,322.764038,1340.718384,-36.510902,370.573395,1331.811523,150.599472,438.367676,1300.517700,5.554224,499.611115,1288.046631,64.866554,500.463837,1147.420898,61.495163,622.191895,870.387573,60.623566,376.666656,1044.514526,65.507019,380.508514,843.194458,258.876740,428.736938,1073.521484,-122.514465,438.613525,1066.184326
4,0,66.491539,322.745544,1340.717285,-36.521400,370.571686,1331.796753,150.568512,438.343475,1300.508545,5.556293,499.592834,1288.026245,64.863701,500.434509,1147.420898,61.493279,622.183105,870.398438,60.617138,376.619415,1044.495728,65.507370,380.514130,843.187195,258.872620,428.700073,1073.515503,-122.518227,438.590363,1066.172974
5,0,66.458839,322.723480,1340.716187,-36.533630,370.569214,1331.779785,150.530624,438.315613,1300.499146,5.558143,499.571289,1288.004761,64.860176,500.401184,1147.421875,61.491436,622.172302,870.411438,60.610271,376.566498,1044.475830,65.508209,380.521759,843.179016,258.867249,428.658173,1073.509277,-122.522163,438.563110,1066.160400
6,0,66.422058,322.698273,1340.715454,-36.547375,370.565521,1331.761108,150.486710,438.284973,1300.490601,5.559416,499.547058,1287.983276,64.856056,500.365387,1147.423828,61.489815,622.159790,870.425964,60.603207,376.510193,1044.455933,65.509636,380.531250,843.170349,258.860504,428.613190,1073.503296,-122.526077,438.532928,1066.147827
7,0,66.382469,322.670349,1340.714600,-36.562477,370.560211,1331.741943,150.438141,438.252411,1300.483643,5.559750,499.520691,1287.963623,64.851494,500.328430,1147.427490,61.488548,622.145752,870.441467,60.596043,376.452789,1044.437134,65.511703,380.542358,843.161865,258.852325,428.567200,1073.498169,-122.529854,438.501068,1066.135376
8,0,66.341339,322.640106,1340.713867,-36.578857,370.552643,1331.722900,150.386627,438.218719,1300.478516,5.558808,499.492798,1287.946899,64.846596,500.291779,1147.432373,61.487774,622.130554,870.457642,60.588737,376.396210,1044.420166,65.514473,380.554840,843.154236,258.842804,428.522125,1073.494385,-122.533470,438.468994,1066.124023
9,0,66.299957,322.608002,1340.713135,-36.596508,370.542358,1331.704956,150.333969,438.184387,1300.475342,5.556315,499.463928,1287.933960,64.841476,500.256348,1147.438599,61.487637,622.114563,870.473755,60.581154,376.341736,1044.405151,65.518028,380.568390,843.148010,258.831940,428.479706,1073.492432,-122.536942,438.438019,1066.113892
10,0,66.259392,322.574341,1340.712402,-36.615482,370.528900,1331.689209,150.281952,438.149841,1300.474365,5.552053,499.434540,1287.924805,64.836174,500.222992,1147.446167,61.488235,622.098083,870.489441,60.573139,376.290161,1044.391968,65.522514,380.582825,843.143311,258.819946,428.440948,1073.492188,-122.540329,438.409424,1066.105103
11,0,66.220459,322.539642,1340.711670,-36.635872,370.512146,1331.675903,150.232117,438.115265,1300.474976,5.545846,499.405060,1287.919678,64.830666,500.191925,1147.454346,61.489704,622.081787,870.504456,60.564533,376.241913,1044.380493,65.528084,380.598206,843.140137,258.806915,428.406647,1073.493530,-122.543747,438.384155,1066.097290
12,0,66.183678,322.504211,1340.710693,-36.657772,370.492065,1331.664673,150.185806,438.080688,1300.476807,5.537566,499.375854,1287.917969,64.824883,500.163147,1147.463135,61.492100,622.065857,870.518433,60.555244,376.196991,1044.370117,65.534920,380.614685,843.138123,258.793213,428.377014,1073.496216,-122.547249,438.362793,1066.089600
13,0,66.149231,322.468445,1340.709229,-36.681263,370.468811,1331.655762,150.143982,438.046204,1300.479004,5.527129,499.347076,1287.919189,64.818657,500.136505,1147.471680,61.495407,622.050964,870.531372,60.545261,376.155029,1044.359985,65.543152,380.632599,843.136475,258.779053,428.351868,1073.499756,-122.550911,438.345825,1066.081909
14,0,66.117020,322.432556,1340.706665,-36.706383,370.442780,1331.647949,150.107071,438.011719,1300.481445,5.514515,499.319031,1287.921753,64.811867,500.111450,1147.479126,61.499496,622.037231,870.543030,60.534592,376.115753,1044.349487,65.552818,380.652374,843.134521,258.764648,428.330902,1073.503662,-122.554802,438.333252,1066.072876
15,0,66.086708,322.396820,1340.703125,-36.733082,370.414307,1331.640747,150.075211,437.977142,1300.483398,5.499783,499.291626,1287.924927,64.804359,500.087738,1147.485352,61.504066,622.025146,870.553345,60.523323,376.078766,1044.337646,65.563789,380.674469,843.131104,258.750244,428.313568,1073.506714,-122.559006,438.324860,1066.061890
16,0,66.057854,322.361450,1340.697998,-36.761204,370.383972,1331.632935,150.048050,437.942505,1300.484497,5.483049,499.264862,1287.927002,64.796059,500.064850,1147.489258,61.508671,622.014771,870.562317,60.511517,376.043793,1044.324097,65.575806,380.699371,843.125549,258.735901,428.299438,1073.508667,-122.563583,438.320404,1066.048462
17,0,66.029984,322.326538,1340.690918,-36.790436,370.352264,1331.623779,150.024872,437.907776,1300.484741,5.464486,499.238647,1287.927246,64.786926,500.042511,1147.490601,61.512753,622.006165,870.569824,60.499271,376.010712,1044.308228,65.588387,380.727448,843.117065,258.721558,428.288147,1073.508423,-122.568634,438.319305,1066.032349
18,0,66.002647,322.292206,1340.681763,-36.820332,370.319794,1331.612549,150.004852,437.873108,1300.484131,5.444294,499.212891,1287.924805,64.777016,500.020691,1147.489136,61.515739,621.999512,870.576050,60.486633,375.979584,1044.289795,65.600945,380.758942,843.105164,258.707184,428.279419,1073.505249,-122.574234,438.320984,1066.013306
19,0,65.975525,322.258484,1340.670288,-36.850307,370.286926,1331.598633,149.986969,437.838593,1300.482666,5.422696,499.187439,1287.919189,64.766418,499.999451,1147.484741,61.517155,621.994751,870.580994,60.473656,375.950470,1044.269165,65.612846,380.793823,843.089722,258.692566,428.273193,1073.499268,-122.580414,438.324951,1065.991699
